kode,display,nama_pemeriksaan,kategori,permintaan_hasil,sumber
95925-4,CT Skeletal system.axial Multisection for bone density,CT pemeriksaan densitas mineral tulang satu lokasi atau lebih pada tulang-tulang aksial,Radiologi,Permintaan & Hasil,bag2/CT - CTA
39142-5,CT perfusion Head W contrast IV,CT perfusi dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
24728-8,CT perfusion Head,CT perfusi kepala dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
39142-5,CT perfusion Head W contrast IV,CT perfusi serebral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
103880-1,CT Ankle - bilateral WO and W contrast IV,CT pergelangan kaki bilateral dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36135-2,CT Ankle W contrast IV,CT pergelangan kaki dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36139-4,CT Ankle - right W contrast IV,CT pergelangan kaki kanan dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36428-1,CT Ankle - right WO contrast,CT pergelangan kaki kanan nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36137-8,CT Ankle - left W contrast IV,CT pergelangan kaki kiri dengan kontras + anestesi,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36426-5,CT Ankle - left WO contrast,CT pergelangan kaki kiri nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
69091-7,CT Wrist - bilateral W contrast IV,CT pergelangan tangan bilateral dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
37461-1,CT Wrist - bilateral WO contrast,CT pergelangan tangan bilateral nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
37452-0,CT Wrist - right W contrast IV,CT pergelangan tangan kanan dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
37465-2,CT Wrist - right WO contrast,CT pergelangan tangan kanan nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
37450-4,CT Wrist - left W contrast IV,CT pergelangan tangan kiri dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
37463-7,CT Wrist - left WO contrast,CT pergelangan tangan kiri nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30590-4,CT Pituitary and Sella turcica W contrast IV,CT pituitari dan sella turcica dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30591-2,CT Pituitary and Sella turcica WO contrast,CT pituitari dan sella turcica nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
24904-5,CT Pituitary and Sella turcica WO and W contrast IV,CT pituitari dan sella turcica nonkontras diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
78973-5,CT scanogram Lower extremity - bilateral for leg measurement WO contrast,CT scanogram ekstremitas bawah bilateral nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30588-8,CT Sinuses,CT sinus,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36255-8,CT Sinuses W contrast IV,CT sinus kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36529-6,CT Sinuses WO contrast,CT sinus nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36255-8,CT Sinuses W contrast IV,CT sinus paranasal dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30583-9,CT Internal auditory canal W contrast IV,CT telinga dalam dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30584-7,CT Internal auditory canal WO contrast,CT telinga dalam nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36282-2,CT Internal auditory canal WO and W contrast IV,CT telinga dalam nonkontras diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36460-4,CT Thigh WO contrast,CT thigh nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
42275-8,CT Chest and Abdomen W contrast IV,CT thorakoabdominal dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
24628-0,CT Chest W contrast IV,CT thorax dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
29252-4,CT Chest WO contrast,CT thorax nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
35895-2,CT Guidance for biopsy of Chest,CT thorax nonkontras + guiding CT,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30598-7,CT Chest WO and W contrast IV,CT thorax nonkontras diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
37283-9,CT Temporomandibular joint WO contrast,CT TMJ nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
42276-6,CT Chest and Abdomen WO contrast,CT torakoabdominal nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
87866-0,CT Kidney and Ureter and Urinary bladder WO and W contrast IV,CT urografi dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
87866-0,CT Kidney and Ureter and Urinary bladder WO and W contrast IV,CT urografi dengan kontras multifase,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30600-1,CT Small bowel W positive contrast via enteroclysis tube,CT usus halus melalui tabung enteroklisis,Radiologi,Permintaan & Hasil,bag2/CT - CTA
87281-2,CTA Lower extremity veins - bilateral W contrast IV,CT venografi ekstremitas inferior bilateral,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36825-8,CTA Lower extremity veins - right W contrast IV,CT venografi ekstremitas inferior kanan,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36824-1,CTA Lower extremity veins - left W contrast IV,CT venografi ekstremitas inferior kiri,Radiologi,Permintaan & Hasil,bag2/CT - CTA
89723-1,CTA Upper extremity veins - right W contrast IV,CT venografi ekstremitas superior kanan,Radiologi,Permintaan & Hasil,bag2/CT - CTA
89722-3,CTA Upper extremity veins - left W contrast IV,CT venografi ekstremitas superior kiri,Radiologi,Permintaan & Hasil,bag2/CT - CTA
86985-9,CT Cervical and thoracic spine W contrast IV,CT vertebra cervical + thoracal dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
86985-9,CT Cervical and thoracic spine W contrast IV,CT vertebra cervical dan thoracic kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
83304-6,CT Cervical and thoracic spine WO contrast,CT vertebra cervical dan thoracic nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
24933-4,CT Cervical spine W contrast IV,CT vertebra cervical dengan kontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
24934-2,CT Cervical spine W contrast IT,CT vertebra cervical dengan kontras IT,Radiologi,Permintaan & Hasil,bag2/CT - CTA
24933-4,CT Cervical spine W contrast IV,CT vertebra cervical dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
30592-0,CT Cervical spine WO contrast,CT vertebra cervical nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
36401-8,CT Cervical spine WO and W contrast IV,CT vertebra cervical nonkontras diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
86959-4,CT Cervical and thoracic spine WO and W contrast IV,CT vertebra cerviothoracal dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/CT - CTA
83304-6,CT Cervical and thoracic spine WO contrast,CT vertebra cerviothoracal nonkontras,Radiologi,Permintaan & Hasil,bag2/CT - CTA
